文献番号,出願番号,出願日,公知日,発明の名称,出願人/権利者,FI,公開番号,公告番号,登録番号,審判番号,その他,ステージ,イベント詳細,文献URL
特開2024-066379,特願2022-209070,2022/12/26,2024/05/15,車両,ソフトバンクグループ株式会社,"B60W30/08,G06T7/00,650@Z,G06T7/70@A,G08G1/16@C,B60W60/00",特開2024-066379,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-066379/11/ja
特開2024-066280,特願2022-175760,2022/11/01,2024/05/15,情報処理装置、情報処理方法及びプログラム,トヨタ自動車株式会社,"G08G1/123@A,G08G1/09@V,G08G1/00@D",特開2024-066280,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-066280/11/ja
特開2024-065846,特願2022-174911,2022/10/31,2024/05/15,車両、車両プラットフォームおよび自動運転キット,トヨタ自動車株式会社,"B60W50/035,B60W60/00,B60W50/04,G08G1/16@C",特開2024-065846,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-065846/11/ja
特開2024-065563,特願2022-174491,2022/10/31,2024/05/15,車両制御システム及び車両の制御方法,トヨタ自動車株式会社,"B60W30/02,B60W30/182,B60W60/00",特開2024-065563,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-065563/11/ja
特開2024-065519,特願2022-174430,2022/10/31,2024/05/15,車両,トヨタ自動車株式会社,"B60S1/00,B60R1/074,G08G1/16@A,B60S3/04",特開2024-065519,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-065519/11/ja
特許7483184,特願2024-514584,2023/08/31,2024/05/14,分析プログラム、分析装置、支援システム及び分析方法,三菱電機株式会社,"G05B19/05@N,G05B19/05@A",WO2025/046894,,特許7483184,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7483184/15/ja
特開2024-064911,特願2022-175698,2022/11/01,2024/05/14,情報処理装置,ソフトバンクグループ株式会社,"G06T7/00,650@B",特開2024-064911,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-064911/11/ja
特開2024-064879,特願2022-173825,2022/10/28,2024/05/14,情報処理方法、及び情報処理装置,トヨタ自動車株式会社,"H04W76/14,H04W92/18,H04W4/46,G08G1/09@H",特開2024-064879,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-064879/11/ja
特開2024-064815,特願2022-173705,2022/10/28,2024/05/14,制御装置,トヨタ自動車株式会社,"G08G1/16@F,B60W40/08,B60W50/14,B60W60/00",特開2024-064815,,特許7670020,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-064815/11/ja
特開2024-064492,特願2022-173112,2022/10/28,2024/05/14,配車システム,愛三工業株式会社,"G08G1/00@D,B61D41/04,B61D37/00@G,G08G1/127@B,G01C21/34,G06Q50/30,G06Q50/40",特開2024-064492,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-064492/11/ja
特開2024-064304,特願2022-172793,2022/10/27,2024/05/14,車両制御装置,株式会社日立製作所,"G06F8/65,B60W50/04,B60W50/14,B60R16/02,660@U",特開2024-064304,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-064304/11/ja
特開2024-064277,特願2022-172744,2022/10/27,2024/05/14,客室管理装置、方法、及びプログラム,トヨタ自動車株式会社,"G08G1/127@B,G08G1/09@F,G08G1/09@V,G01C21/34,G06Q50/30,G16Y10/40,G16Y40/30,G06Q50/40",特開2024-064277,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-064277/11/ja
特開2024-063710,特願2022-199788,2022/12/14,2024/05/13,情報処理装置及びプログラム,ソフトバンクグループ株式会社,"G08G1/00@X,G08G1/09@F,G05D1/02@H,G05D1/224,G05D1/225,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/248,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:50,G05D111:63",特開2024-063710,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-063710/11/ja
特開2024-063582,特願2022-171652,2022/10/26,2024/05/13,設計支援方法、設計支援システム、及びプログラム,株式会社日立製作所,"G08G1/00@X,G16Y10/40,G16Y20/20,G16Y40/60",特開2024-063582,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-063582/11/ja
特開2024-063374,特願2022-171266,2022/10/26,2024/05/13,管制装置、管制システム、管制方法および管制プログラム,三菱電機株式会社,"G08G1/16@D,G08G1/00@J,G08G1/04@C",特開2024-063374,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-063374/11/ja
特開2024-063340,特願2022-171192,2022/10/26,2024/05/13,制御装置、制御方法、及び制御プログラム,本田技研工業株式会社,"B60W30/06,B60W50/14",特開2024-063340,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-063340/11/ja
特開2024-062809,特願2022-170905,2022/10/25,2024/05/10,建設機械の作業管理システム及び作業管理方法,鹿島建設株式会社,"E02F9/20@N,E02F9/20@Q,G05D1/02@P,G05D1/00@B,G06Q50/08,G05D1/221,G05D1/222,G05D1/224,G05D1/225,G05D1/226,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/648,G05D1/69,G05D1/692,G05D105:00,G05D105:05,G05D107:00,G05D107:10,G05D107:20,G05D107:90,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:50,G05D111:63",特開2024-062809,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062809/11/ja
特開2024-062797,特願2022-170884,2022/10/25,2024/05/10,建設機械の作業管理システム及び作業管理方法,鹿島建設株式会社,"E02F9/20@N,E02F9/20@Q,H04Q9/00,301@B,H04Q9/00,351,G05D1/02@P,G05D1/00@B,G05D1/221,G05D1/222,G05D1/224,G05D1/225,G05D1/226,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/648,G05D1/69,G05D1/692,G05D105:00,G05D105:05,G05D107:00,G05D107:10,G05D107:20,G05D107:90,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:50,G05D111:63",特開2024-062797,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062797/11/ja
特開2024-062372,特願2023-093420,2023/06/06,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,"G06T7/00,650@Z,H04N7/18@J,G08G1/16@A",特開2024-062372,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062372/11/ja
特開2024-062369,特願2023-090418,2023/05/31,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,"B60W40/00,B60W30/08,G08G1/16@C",特開2024-062369,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062369/11/ja
特開2024-062365,特願2023-087263,2023/05/26,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,B60W30/085,特開2024-062365,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062365/11/ja
特開2024-062363,特願2023-084860,2023/05/23,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,"H04N23/60,500,G08G1/16@C,B60W60/00,B60W40/04",特開2024-062363,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062363/11/ja
特開2024-062361,特願2023-082445,2023/05/18,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,G08G1/16@C,特開2024-062361,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062361/11/ja
特開2024-062360,特願2023-080410,2023/05/15,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,G08G1/16@D,特開2024-062360,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062360/11/ja
特開2024-062359,特願2023-080388,2023/05/15,2024/05/09,冷却実行装置、冷却実行方法、及び冷却実行プログラム,ソフトバンクグループ株式会社,"G08G1/16@C,G06T7/55,G06T7/215",特開2024-062359,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062359/11/ja
特開2024-062357,特願2023-078139,2023/05/10,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,"G06T7/00,650@Z,G08G1/16@C",特開2024-062357,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062357/11/ja
特開2024-062356,特願2023-078024,2023/05/10,2024/05/09,冷却実行装置、冷却実行方法、及び冷却実行プログラム,ソフトバンクグループ株式会社,"B60W50/02,B60W60/00,G05D1/02@H,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/628,G05D1/633,G05D1/639,G05D1/693,G05D105:00,G05D107:00,G05D107:17,G05D107:20,G05D109:00,G05D109:10,G05D109:12,G05D111:00,G05D111:63",特開2024-062356,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062356/11/ja
特開2024-062355,特願2023-076944,2023/05/08,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,"G06T7/70@A,G06T7/00,350@B,G06V10/80,G08G1/16@C,G06V10/30",特開2024-062355,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062355/11/ja
特開2024-062354,特願2023-076943,2023/05/08,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,"G06T7/70@A,G06V10/80,G08G1/16@C,G06V10/30",特開2024-062354,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062354/11/ja
特開2024-062353,特願2023-076261,2023/05/02,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,"G08G1/16@C,G06T7/00,650@B,G08G1/09@H,B60W40/02,B60W60/00,B60W30/09,B60W50/14",特開2024-062353,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062353/11/ja
特開2024-062341,特願2023-058312,2023/03/31,2024/05/09,情報処理装置,ソフトバンクグループ株式会社,"B60W40/00,B60W30/10,B60W40/06",特開2024-062341,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062341/11/ja
特開2024-062332,特願2023-036969,2023/03/09,2024/05/09,情報処理装置、情報処理方法、及び情報処理プログラム,ソフトバンクグループ株式会社,"B60W40/02,G06T7/00,650@B,G08G1/16@C,H04N7/18@J",特開2024-062332,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062332/11/ja
特開2024-062323,特願2023-002663,2023/01/11,2024/05/09,情報処理装置及びプログラム,ソフトバンクグループ株式会社,"B60W30/09,B60W60/00",特開2024-062323,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062323/11/ja
特開2024-062321,特願2023-000630,2023/01/05,2024/05/09,情報処理装置及びプログラム,ソフトバンクグループ株式会社,"B60W30/09,B60W60/00,G08G1/16@C,G06N3/08",特開2024-062321,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062321/11/ja
特開2024-062320,特願2023-000629,2023/01/05,2024/05/09,情報処理装置及びプログラム,ソフトバンクグループ株式会社,"B60W30/09,B60W60/00,G08G1/16@C,G06N3/08",特開2024-062320,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062320/11/ja
特開2024-062318,特願2022-210851,2022/12/27,2024/05/09,情報処理装置及び車両,ソフトバンクグループ株式会社,"B60W30/08,B60W60/00,G08G1/16@C,G06N3/04,G06N3/08",特開2024-062318,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062318/11/ja
特開2024-062316,特願2022-196485,2022/12/08,2024/05/09,情報処理装置、車両、及びプログラム,ソフトバンクグループ株式会社,"B60W40/02,B60W60/00,B60W40/06,G08G1/16@C",特開2024-062316,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062316/11/ja
特開2024-062315,特願2022-196484,2022/12/08,2024/05/09,情報処理装置、車両、及びプログラム,ソフトバンクグループ株式会社,"B60W40/02,B60W60/00,B60W40/06,B60W30/09,G08G1/16@C",特開2024-062315,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-062315/11/ja
特開2024-061773,特願2024-034285,2024/03/06,2024/05/08,水処理施設の巡回点検方法,水ｉｎｇ株式会社,"G06Q50/06,G16Y10/35,G16Y20/30,G16Y40/10,G16Y40/20,B63C11/26,B63C11/00@C",特開2024-061773,,,,,審査中,拒絶査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061773/11/ja
特開2024-061573,特願2022-212507,2022/12/28,2024/05/07,搬送装置、搬送システム、搬送方法及び搬送プログラム,ソフトバンクグループ株式会社,"B65G1/00,501@C,B65G1/137@A",特開2024-061573,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061573/11/ja
特開2024-061570,特願2022-201614,2022/12/16,2024/05/07,情報処理装置及びプログラム,ソフトバンクグループ株式会社,G08G1/16@C,特開2024-061570,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061570/11/ja
特開2024-061564,特願2022-193627,2022/12/02,2024/05/07,情報処理装置及びプログラム,ソフトバンクグループ株式会社,"B60W40/02,G08G1/16@E,G08G1/09@V,B60W60/00",特開2024-061564,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061564/11/ja
特開2024-061559,特願2022-192164,2022/11/30,2024/05/07,情報処理装置、情報処理システム、及びプログラム,ソフトバンクグループ株式会社,"B60W30/165,G08G1/16@A,G08G1/00@X,B60W30/02,B60W60/00,B60W40/04",特開2024-061559,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061559/11/ja
特開2024-061558,特願2022-192163,2022/11/30,2024/05/07,情報処理装置及びプログラム,ソフトバンクグループ株式会社,"B60W40/08,B60W50/08,G08G1/16@A",特開2024-061558,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061558/11/ja
特開2024-061557,特願2022-192162,2022/11/30,2024/05/07,情報処理装置及びプログラム,ソフトバンクグループ株式会社,"B60W40/00,G08G1/16@A",特開2024-061557,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061557/11/ja
特開2024-061554,特願2022-186437,2022/11/22,2024/05/07,ピッキングシステム、プログラム,ソフトバンクグループ株式会社,"B65G1/137@Z,B60L50/60,B60L53/10,B60L53/30,B60L53/80,G05D1/02@H,H02J7/00@P,H02J7/00,303@C,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/646,G05D1/661,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:63",特開2024-061554,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061554/11/ja
特開2024-061552,特願2022-183406,2022/11/16,2024/05/07,ピッキングシステム、プログラム,ソフトバンクグループ株式会社,"B25J5/02,B65G1/00,501@C",特開2024-061552,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061552/11/ja
特開2024-061551,特願2022-180272,2022/11/10,2024/05/07,ピッキングシステム、プログラム,ソフトバンクグループ株式会社,"B65G1/137@G,B65G1/00,501@C,B25J13/08@A",特開2024-061551,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061551/11/ja
特開2024-061543,特願2022-179155,2022/10/20,2024/05/07,構造物のメンテナンスロボットシステム,"国立大学法人東北大学,中友商事株式会社","B64C39/02,B64C27/08,B64D47/08,B64U20/75,B64U101:26",特開2024-061543,,特許7614590,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061543/11/ja
特開2024-061520,特願2022-169514,2022/10/21,2024/05/07,情報処理装置、車両、およびプログラム,トヨタ自動車株式会社,"G01C21/34,G08G1/09@V,G08G1/0969",特開2024-061520,,特許7708066,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061520/11/ja
特開2024-061506,特願2022-169485,2022/10/21,2024/05/07,遠隔制御支援装置,トヨタ自動車株式会社,"G08G1/09@V,G08G1/09@F,B60W30/00,B60W60/00,G06Q50/30,G06Q50/40",特開2024-061506,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061506/11/ja
特開2024-061505,特願2022-169484,2022/10/21,2024/05/07,入力装置,"パナソニックＩＰマネジメント株式会社,パナソニックオートモーティブシステムズ株式会社","B60R11/02@Z,B60N3/00@A,B60N2/06,B60N2/22,B62D1/183",特開2024-061505,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061505/11/ja
特開2024-061503,特願2022-169482,2022/10/21,2024/05/07,運行管理装置,トヨタ自動車株式会社,"G08G1/127@A,G08G1/09@V",特開2024-061503,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061503/11/ja
特開2024-061502,特願2022-169481,2022/10/21,2024/05/07,運行管理装置,トヨタ自動車株式会社,G08G1/127@A,特開2024-061502,,特許7704125,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061502/11/ja
特開2024-061499,特願2022-169478,2022/10/21,2024/05/07,情報処理装置,トヨタ自動車株式会社,"G06Q30/02,300,G08G1/00@D,G08G1/123@A,G06Q30/0201",特開2024-061499,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061499/11/ja
特開2024-061437,特願2022-169382,2022/10/21,2024/05/07,自動運転管理方法および自動運転管理装置,ＪＦＥエンジニアリング株式会社,"F23G5/50@G,G05B23/02@Z",特開2024-061437,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061437/11/ja
特開2024-061014,特願2022-168655,2022/10/20,2024/05/07,Ｓｙｎｃｈｒｏｎｉｚｅｄ　Ｂｕｒｓｔ　Ｃｈｉｌｌｉｎｇ,ソフトバンクグループ株式会社,"B60W50/00,B60W60/00,G06N20/00",特開2024-061014,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-061014/11/ja
特開2024-060954,特願2022-168558,2022/10/20,2024/05/07,車両制御装置,トヨタ自動車株式会社,B60T7/12@B,特開2024-060954,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-060954/11/ja
